TRECCS-00253426-167,167,http://www.yelp.com/biz/gut-check-fitness-san-diego,"Gut Check Fitness"
TRECCS-00253427-167,167,http://www.yelp.com/biz/mingei-international-museum-san-diego,"Mingei International Museum"
TRECCS-00253434-167,167,http://www.yelp.com/biz/san-diego-museum-of-art-san-diego-2,"San Diego Museum Of Art"
TRECCS-00253436-167,167,http://www.yelp.com/biz/the-museum-store-at-the-san-diego-museum-of-art-san-diego,"The Museum Store At the San Diego Museum of Art"
TRECCS-00253442-167,167,http://www.yelp.com/biz/waterfront-park-san-diego,"Waterfront Park"
TRECCS-00253443-167,167,http://www.yelp.com/biz/william-heath-davis-historic-house-museum-san-diego,"William Heath Davis Historic House Museum"
TRECCS-00255216-224,224,http://essenhaus.com,"Das Dutchman Essenhaus"
TRECCS-00255225-224,224,http://uptowndininggroup.com/,"Uptown Kitchen"
TRECCS-00255232-224,224,http://www.berriencounty.org/parks/?dept=1&pid=193,"Silver Beach County Park"
TRECCS-00255273-224,224,http://www.redamaks.com/,"Redamak's Tavern"
TRECCS-00255304-224,224,http://www.yelp.com/biz/belly-dance-surprise-service-south-bend,"Belly Dance Surprise Service"
TRECCS-00255307-224,224,http://www.yelp.com/biz/carriage-house-dining-room-south-bend,"Carriage House Dining Room"
TRECCS-00255311-224,224,http://www.yelp.com/biz/copshaholm-house-museum-south-bend,"Copshaholm House Museum"
TRECCS-00255313-224,224,http://www.yelp.com/biz/langlab-south-bend-south-bend,"LangLab South Bend"
TRECCS-00255315-224,224,http://www.yelp.com/biz/snite-museum-of-art-notre-dame,"Snite Museum of Art"
TRECCS-00255409-274,274,http://www.benboeke.com/,"Ben Boeke Ice Arena"
TRECCS-00255410-274,274,http://www.blackangus.com/,"Cattle Company Steakhouse"
TRECCS-00255469-274,274,http://www.simonandseaforts.com/,"simon seafort s saloon grill"
TRECCS-00255485-274,274,http://www.yelp.com/biz/alaska-aces-anchorage,"Alaska Aces"
TRECCS-00255487-274,274,http://www.yelp.com/biz/alaska-public-lands-visitor-center-anchorage,"Alaska Public Lands Visitor Center"
TRECCS-00255489-274,274,http://www.yelp.com/biz/alaska-zoo-anchorage,"Alaska Zoo"
TRECCS-00255490-274,274,http://www.yelp.com/biz/anchorage-5th-avenue-mall-anchorage,"Anchorage 5th Avenue Mall"
TRECCS-00255492-274,274,http://www.yelp.com/biz/anchorage-museum-anchorage-2,"Anchorage Museum"
TRECCS-00255495-274,274,http://www.yelp.com/biz/chilkoot-charlies-anchorage-3,"Chilkoot Charlie's"
TRECCS-00255498-274,274,http://www.yelp.com/biz/elderberry-park-anchorage,"Elderberry Park"
TRECCS-00255508-274,274,http://www.yelp.com/biz/oscar-anderson-house-museum-anchorage,"Oscar Anderson House Museum"
TRECCS-00255509-274,274,http://www.yelp.com/biz/petrovich-park-anchorage,"Petrovich Park"
TRECCS-00255510-274,274,http://www.yelp.com/biz/rage-city-rollergirls-anchorage,"Rage CIty Rollergirls"
TRECCS-00255512-274,274,http://www.yelp.com/biz/samurai-sushi-garden-anchorage,"Samurai Sushi Garden"
TRECCS-00255516-274,274,http://www.yelp.com/biz/tap-root-anchorage,"Tap Root"
TRECCS-00255519-274,274,http://www.yelp.com/biz/virtu-anchorage,Virtu
TRECCS-00255522-274,274,http://www.yelp.com/biz/william-a-egan-civic-and-convention-center-anchorage,"William A Egan Civic And Convention Center"
TRECCS-00255667-203,203,http://www.yelp.com/biz/indian-pueblo-cultural-center-albuquerque,"Indian Pueblo Cultural Center"
TRECCS-00255671-203,203,http://www.yelp.com/biz/maxwell-musuem-of-anthropology-the-university-of-new-mexico-albuquerque,"Maxwell Musuem of Anthropology - The University of New Mexico"
TRECCS-00255674-203,203,http://www.yelp.com/biz/new-mexico-museum-of-natural-history-albuquerque,"New Mexico Museum of Natural History"
TRECCS-00255782-349,349,http://book.bestwestern.com/bestwestern/productInfo.do?propertyCode=34136&cm_mmc=PTI-_-Wilmington-_-NC-_-34136,"Best Western Plus Coastline Inn"
TRECCS-00255789-349,349,http://eatatricks.com/,"rick s restaurant sports bar"
TRECCS-00255815-349,349,http://www.bluemainsail.com/,"Daddy Mac's Beach Grille"
TRECCS-00255825-349,349,http://www.coastalcarolina.edu/,"Coastal Carolina Community College"
TRECCS-00255864-349,349,http://www.ncaquariums.com/,"North Carolina Aquarium at Pine Knoll Shores"
TRECCS-00255882-349,349,http://www.saltwatergrillswansboro.com/,"Saltwater Grill"
TRECCS-00255883-349,349,http://www.sanitaryfishmarket.com/,"Sanitary Fish Market & Restaurant"
TRECCS-00255896-349,349,http://www.townofsurfcity.com,"Surf City, NC"
TRECCS-00255923-349,349,http://www.yelp.com/biz/marina-cafe-and-marina-jacksonville,"Marina Cafe & Marina"
TRECCS-00255928-349,349,http://www.yelp.com/biz/north-carolina-aquariums-pine-knoll-shores,"North Carolina Aquariums"
TRECCS-00256010-211,211,http://www.dole-plantation.com/,"Dole Plantation"
TRECCS-00256088-211,211,http://www.yelp.com/biz/art-treasures-gallery-honolulu,"Art Treasures Gallery"
TRECCS-00256101-211,211,http://www.yelp.com/biz/king-kamehameha-v-judiciary-history-center-honolulu,"King Kamehameha V - Judiciary History Center"
TRECCS-00256111-211,211,http://www.yelp.com/biz/the-brewseum-honolulu,"The Brewseum"
TRECCS-00256171-382,382,http://www.luigisitalianrestaurant.us,"Luigi's Italian Restaurant"
TRECCS-00256200-382,382,http://www.yelp.com/biz/gills-custom-framing-and-photolab-lawton,"Gill's Custom Framing & Photolab"
TRECCS-00256202-382,382,http://www.yelp.com/biz/institute-of-the-great-plains-lawton,"Institute of the Great Plains"
